,id,lat,lng,thumbnail,available_sqm,num_spaces_value,min_rent_price_space_value,min_sale_price_space_value,label,building_slug,url_path,url_ws
11,8369,32.59013162,-115.361906,https://solili.s3.amazonaws.com/media/PI-8369_thumbnail_1527293857.jpg,"7,617 m²",1,USD $3.77+ m²/mes,,"7,617 m²",/naves/sahuaro-mexicali-mexi/8369/,/nave-en-renta/sahuaro-mexicali-mexi/2225/,/ws/search/space-detail/industrial/2225/
12,8384,32.58695956,-115.3785515,https://solili.s3.amazonaws.com/media/PI-8384_thumbnail_1523562433.jpg,"3,975 m²",1,,,"3,975 m²",/naves/building-8-mexicali-mexi/8384/,/nave-en-renta/building-8-mexicali-mexi/3206/,/ws/search/space-detail/industrial/3206/
13,8396,32.59612906,-115.4037715,https://solili.s3.amazonaws.com/media/PI-8396_thumbnail_1539191917.jpg,"5,459 m²",1,,,"5,459 m²",/naves/building-29-33-mexicali-mexi/8396/,/nave-en-renta/building-29-33-mexicali-mexi/3210/,/ws/search/space-detail/industrial/3210/
14,8397,32.59516591,-115.4035824,https://solili.s3.amazonaws.com/media/PI-8397_thumbnail_1528419898.jpg,"1,623 m²",1,USD $3.44+ m²/mes,,"1,623 m²",/naves/building-26-27-mexicali-mexi/8397/,/nave-en-renta/building-26-27-mexicali-mexi/3209/,/ws/search/space-detail/industrial/3209/
15,8650,32.564554,-116.528311,https://solili.s3.amazonaws.com/media/PI-8650_thumbnail_1520545107.jpg,"3,920 m²",1,USD $3.88+ m²/mes,,"3,920 m²",/naves/bts-3-tecate-tec/8650/,/nave-en-renta/bts-3-tecate-tec/466/,/ws/search/space-detail/industrial/466/
16,8651,32.564427,-116.528836,https://solili.s3.amazonaws.com/media/PI-8651_thumbnail_1520545071.jpg,"2,272 m²",1,USD $3.88+ m²/mes,,"2,272 m²",/naves/bts-2-tecate-tec/8651/,/nave-en-renta/bts-2-tecate-tec/467/,/ws/search/space-detail/industrial/467/
17,16725,32.640873,-115.274235,https://solili.s3.amazonaws.com/media/PI-16725_thumbnail_1594060218.jpg,"13,935 m²",1,USD $4.84+ m²/mes,,"13,935 m²",/naves/nave-inventario-14-mexicali-mexi/16725/,/nave-en-renta/nave-inventario-14-mexicali-mexi/2715/,/ws/search/space-detail/industrial/2715/
18,16726,32.6670370563,-115.41132614,https://solili.s3.amazonaws.com/media/PI-16726_thumbnail_1537985145.jpg,499 m²,1,USD $3.01+ m²/mes,,499 m²,/naves/nave-saturno-mexicali-mexi/16726/,/nave-en-renta/nave-saturno-mexicali-mexi/944/,/ws/search/space-detail/industrial/944/
19,17213,31.9014360349,-116.699043194,https://solili.s3.amazonaws.com/media/PI-17213_thumbnail_1539503316.jpg,978 m²,1,,,978 m²,/naves/automotive-resources-international-s-de-rl-de-cv-ensenada-ens/17213/,/nave-en-renta/automotive-resources-international-s-de-rl-de-cv-ensenada-ens/1515/,/ws/search/space-detail/industrial/1515/
20,17324,31.8710206261,-116.604233876,https://solili.s3.amazonaws.com/media/PI-17324_thumbnail_1539498539.jpg,847 m²,1,,,847 m²,/naves/plenimex-sa-de-cv-ensenada-ens/17324/,/nave-en-renta/plenimex-sa-de-cv-ensenada-ens/1516/,/ws/search/space-detail/industrial/1516/
21,17498,31.778857,-116.591984,https://solili.s3.amazonaws.com/media/PI-17498_thumbnail_1541055844.jpg,313 m²,1,USD $7.00+ m²/mes,"MXN $1,955+ m²",313 m²,/naves/bodega-comercial-ensenada-ens/17498/,/nave-en-renta/bodega-comercial-ensenada-ens/1000/,/ws/search/space-detail/industrial/1000/
22,17499,31.876046,-116.626921,https://solili.s3.amazonaws.com/media/PI-17499_thumbnail_1541056628.jpg,845 m²,1,USD $3.77+ m²/mes,,845 m²,/naves/nave-20-de-nov-ensenada-ens/17499/,/nave-en-renta/nave-20-de-nov-ensenada-ens/1001/,/ws/search/space-detail/industrial/1001/
23,20388,32.446162,-116.975951,https://solili.s3.amazonaws.com/media/PI-20388_thumbnail_1574744713.jpg,"3,307 m²",1,USD $5.17+ m²/mes,,"3,307 m²",/naves/esmeralda-tijuana-tij/20388/,/nave-en-renta/esmeralda-tijuana-tij/3286/,/ws/search/space-detail/industrial/3286/
24,20489,32.567874,-115.421703,https://solili.s3.amazonaws.com/media/PI-20489_thumbnail_1565376810.jpg,719 m²,1,,,719 m²,/naves/edificio-a-mexicali-mexi/20489/,/nave-en-renta/edificio-a-mexicali-mexi/1408/,/ws/search/space-detail/industrial/1408/
25,21068,32.568379,-115.421929,https://solili.s3.amazonaws.com/media/PI-21068_thumbnail_1627500106.jpg,"2,159 m²",1,,,"2,159 m²",/naves/edificio-b-mexicali-mexi/21068/,/nave-en-renta/edificio-b-mexicali-mexi/1405/,/ws/search/space-detail/industrial/1405/
26,21209,31.784256,-116.589777,https://solili.s3.amazonaws.com/media/PI-21209_thumbnail_1572030505.jpg,"2,409 m²",1,,,"2,409 m²",/naves/nave-rulfo-ensenada-ens/21209/,/nave-en-renta/nave-rulfo-ensenada-ens/1514/,/ws/search/space-detail/industrial/1514/
27,28652,32.588738,-115.351278,https://solili.s3.amazonaws.com/media/PI-28652_thumbnail_1645555297.jpg,"9,215 m²",1,,,"9,215 m²",/naves/inventory-building-hip-02-01-mexicali-mexi/28652/,/nave-en-renta/inventory-building-hip-02-01-mexicali-mexi/3145/,/ws/search/space-detail/industrial/3145/
28,28663,32.554717,-116.539463,https://solili.s3.amazonaws.com/media/PI-28663_thumbnail_1599594233.jpg,"2,148 m²",1,USD $4.31+ m²/mes,USD $25+ m²,"2,148 m²",/naves/tecate-wood-tecate-tec/28663/,/nave-en-renta/tecate-wood-tecate-tec/2234/,/ws/search/space-detail/industrial/2234/
29,29088,32.46025971903311,-116.98825423241121,https://solili.s3.amazonaws.com/media/PI-29088_thumbnail_1626897025.jpg,"27,870 m²",1,USD $6.57+ m²/mes,,"27,870 m²",/naves/prisma-vii-tijuana-tij/29088/,/nave-en-renta/prisma-vii-tijuana-tij/2854/,/ws/search/space-detail/industrial/2854/
30,29098,32.5751074123,-115.420724404,https://solili.s3.amazonaws.com/media/PI-29098_thumbnail_1627500560.jpg,"7,290 m²",1,,,"7,290 m²",/naves/totoaba-mexicali-mexi/29098/,/nave-en-renta/totoaba-mexicali-mexi/2864/,/ws/search/space-detail/industrial/2864/
31,29099,32.580503464,-115.415615556,https://solili.s3.amazonaws.com/media/PI-29099_thumbnail_1627500960.jpg,"11,767 m²",1,,,"11,767 m²",/naves/ignis-mexicali-mexi/29099/,/nave-en-renta/ignis-mexicali-mexi/2865/,/ws/search/space-detail/industrial/2865/
32,29182,32.435689,-116.982677,https://solili.s3.amazonaws.com/media/PI-29182_thumbnail_1635384919.jpg,"18,170 m²",1,USD $7.00+ m²/mes,,"18,170 m²",/naves/vpmr-01-tijuana-tij/29182/,/nave-en-renta/vpmr-01-tijuana-tij/2967/,/ws/search/space-detail/industrial/2967/
33,29183,32.435542,-116.981462,https://solili.s3.amazonaws.com/media/PI-29183_thumbnail_1635385108.jpg,"12,932 m²",1,USD $7.00+ m²/mes,,"12,932 m²",/naves/vpmr-02-tijuana-tij/29183/,/nave-en-renta/vpmr-02-tijuana-tij/2968/,/ws/search/space-detail/industrial/2968/
34,29187,32.445682,-116.829348,https://solili.s3.amazonaws.com/media/PI-29187_thumbnail_1635445792.jpg,"39,760 m²",1,USD $7.00+ m²/mes,,"39,760 m²",/naves/building-3-tijuana-tij/29187/,/nave-en-renta/building-3-tijuana-tij/2970/,/ws/search/space-detail/industrial/2970/
35,31472,32.501113488,-116.927955592,https://solili.s3.amazonaws.com/media/PI-31472_thumbnail_1655942097.jpg,"4,818 m²",1,USD $8.07+ m²/mes,USD $1+ m²,"4,818 m²",/naves/lago-500-tijuana-tij/31472/,/nave-en-renta/lago-500-tijuana-tij/3245/,/ws/search/space-detail/industrial/3245/
36,31475,32.44555440586404,-116.87095731496811,https://solili.s3.amazonaws.com/media/PI-31475_thumbnail_1651100361.jpg,"7,163 m²",1,USD $7.53+ m²/mes,,"7,163 m²",/naves/realito-ii-tijuana-tij/31475/,/nave-en-renta/realito-ii-tijuana-tij/3249/,/ws/search/space-detail/industrial/3249/
37,31494,32.647313,-115.350553,"https://maps.googleapis.com/maps/api/staticmap?center=32.647313,-115.350553&zoom=18&scale=false&size=640x426&maptype=satellite&format=png&style=feature:all|element:all|visibility:simplified|hue:0x0081ff&visual_refresh=true&markers=%7C32.647313,-115.350553&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w","4,645 m²",1,,,"4,645 m²",/naves/spec-50-mexicali-mexi/31494/,/nave-en-renta/spec-50-mexicali-mexi/3352/,/ws/search/space-detail/industrial/3352/
38,31510,32.466294,-116.993029,https://solili.s3.amazonaws.com/media/PI-31510_thumbnail_1653678700.jpg,"9,924 m²",1,,,"9,924 m²",/naves/prisma-viii-tijuana-tij/31510/,/nave-en-renta/prisma-viii-tijuana-tij/3287/,/ws/search/space-detail/industrial/3287/
39,31512,32.465875,-116.991989,https://solili.s3.amazonaws.com/media/PI-31512_thumbnail_1655941981.jpg,"5,233 m²",1,,,"5,233 m²",/naves/primsa-vi-tijuana-tij/31512/,/nave-en-renta/primsa-vi-tijuana-tij/3289/,/ws/search/space-detail/industrial/3289/
40,31513,32.45911252362201,-116.90095979993058,https://solili.s3.amazonaws.com/media/PI-31513_thumbnail_1653681037.jpg,"7,199 m²",1,USD $7.53+ m²/mes,,"7,199 m²",/naves/meseta-iv-industrial-building-tijuana-tij/31513/,/nave-en-renta/meseta-iv-industrial-building-tijuana-tij/3291/,/ws/search/space-detail/industrial/3291/
41,31556,32.38205,-117.040566,https://solili.s3.amazonaws.com/media/PI-31556_thumbnail_1655943722.jpg,"34,010 m²",1,USD $7.00+ m²/mes,,"34,010 m²",/naves/inventory-building-v-tijuana-tij/31556/,/nave-en-renta/inventory-building-v-tijuana-tij/3337/,/ws/search/space-detail/industrial/3337/
42,31562,32.43395154107669,-116.98338510317993,https://solili.s3.amazonaws.com/media/PI-31562_thumbnail_1656015261.jpg,"14,151 m²",1,USD $7.00+ m²/mes,,"14,151 m²",/naves/vpmr-03-tijuana-tij/31562/,/nave-en-renta/vpmr-03-tijuana-tij/3343/,/ws/search/space-detail/industrial/3343/
43,31563,32.434676523935785,-116.9811642341156,https://solili.s3.amazonaws.com/media/PI-31563_thumbnail_1656015465.jpg,"20,714 m²",1,USD $7.00+ m²/mes,,"20,714 m²",/naves/vpmr-04-tijuana-tij/31563/,/nave-en-renta/vpmr-04-tijuana-tij/3345/,/ws/search/space-detail/industrial/3345/
44,31567,32.581584,-115.416975,https://solili.s3.amazonaws.com/media/PI-31567_thumbnail_1656092583.jpg,"19,620 m²",1,,,"19,620 m²",/naves/terra-mexicali-mexi/31567/,/nave-en-renta/terra-mexicali-mexi/3346/,/ws/search/space-detail/industrial/3346/
45,31574,32.524996,-116.683772,https://solili.s3.amazonaws.com/media/PI-31574_thumbnail_1656517779.jpg,"12,077 m²",1,USD $5.38+ m²/mes,,"12,077 m²",/naves/chardonnay-tecate-tec/31574/,/nave-en-renta/chardonnay-tecate-tec/3351/,/ws/search/space-detail/industrial/3351/
46,31581,32.615296,-115.344848,https://solili.s3.amazonaws.com/media/PI-31581_thumbnail_1657905143.jpg,"10,580 m²",1,,,"10,580 m²",/naves/ignis-20-mexicali-mexi/31581/,/nave-en-renta/ignis-20-mexicali-mexi/3360/,/ws/search/space-detail/industrial/3360/
47,31585,32.625994,-115.53,https://solili.s3.amazonaws.com/media/PI-31585_thumbnail_1658358164.jpg,"47,178 m²",1,,,"47,178 m²",/naves/progreso-iii-mexicali-mexi/31585/,/nave-en-renta/progreso-iii-mexicali-mexi/3363/,/ws/search/space-detail/industrial/3363/
48,1282,32.4474472695,-116.882205899,https://solili.s3.amazonaws.com/media/PI-1282_thumbnail_1624481359.jpg,908 m²,1,,,908 m²,/naves/jumbolon-de-mexico-tijuana-tij/1282/,/nave-en-renta/jumbolon-de-mexico-tijuana-tij/2835/,/ws/search/space-detail/industrial/2835/
49,1915,32.4400806,-116.990225,https://solili.s3.amazonaws.com/media/PI-1915_thumbnail_1647999775.jpg,"12,000 m²",1,USD $5.92+ m²/mes,,"12,000 m²",/naves/nave-n8-spec-i-tijuana-tij/1915/,/nave-en-renta/nave-n8-spec-i-tijuana-tij/2867/,/ws/search/space-detail/industrial/2867/
50,2222,32.54281,-116.90648,https://solili.s3.amazonaws.com/media/IMG_93431473930080_building_space.jpg,"8,782 m²",1,USD $6.78+ m²/mes,,"8,782 m²",/naves/alfa-i-tijuana-tij/2222/,/nave-en-renta/alfa-i-tijuana-tij/3185/,/ws/search/space-detail/industrial/3185/
51,2470,32.380861769,-117.041993977,https://solili.s3.amazonaws.com/media/PI-2470_thumbnail_1606437145.jpg,"9,785 m²",1,,,"9,785 m²",/naves/rosarito-industrial-facility-tijuana-tij/2470/,/nave-en-renta/rosarito-industrial-facility-tijuana-tij/2419/,/ws/search/space-detail/industrial/2419/
52,2685,32.4906064248,-117.032861699,https://solili.s3.amazonaws.com/media/20170111_1159541485144939_building_thumbnail.jpg,"20,438 m²",1,USD $6.03+ m²/mes,USD $39+ m²,"20,438 m²",/naves/scripto-tokai-jmp-tijuana-tij/2685/,/nave-en-renta/scripto-tokai-jmp-tijuana-tij/180/,/ws/search/space-detail/industrial/180/
53,3393,32.45502653956181,-116.97526404684022,https://solili.s3.amazonaws.com/media/PI-3393_thumbnail_1648238404.jpg,"8,646 m²",1,USD $6.78+ m²/mes,,"8,646 m²",/naves/pacifico-facility-tijuana-tij/3393/,/nave-en-renta/pacifico-facility-tijuana-tij/3184/,/ws/search/space-detail/industrial/3184/
54,8369,32.59013162,-115.361906,https://solili.s3.amazonaws.com/media/PI-8369_thumbnail_1527293857.jpg,"7,617 m²",1,USD $3.77+ m²/mes,,"7,617 m²",/naves/sahuaro-mexicali-mexi/8369/,/nave-en-renta/sahuaro-mexicali-mexi/2225/,/ws/search/space-detail/industrial/2225/
55,8384,32.58695956,-115.3785515,https://solili.s3.amazonaws.com/media/PI-8384_thumbnail_1523562433.jpg,"3,975 m²",1,,,"3,975 m²",/naves/building-8-mexicali-mexi/8384/,/nave-en-renta/building-8-mexicali-mexi/3206/,/ws/search/space-detail/industrial/3206/
56,8396,32.59612906,-115.4037715,https://solili.s3.amazonaws.com/media/PI-8396_thumbnail_1539191917.jpg,"5,459 m²",1,,,"5,459 m²",/naves/building-29-33-mexicali-mexi/8396/,/nave-en-renta/building-29-33-mexicali-mexi/3210/,/ws/search/space-detail/industrial/3210/
57,8397,32.59516591,-115.4035824,https://solili.s3.amazonaws.com/media/PI-8397_thumbnail_1528419898.jpg,"1,623 m²",1,USD $3.44+ m²/mes,,"1,623 m²",/naves/building-26-27-mexicali-mexi/8397/,/nave-en-renta/building-26-27-mexicali-mexi/3209/,/ws/search/space-detail/industrial/3209/
58,8650,32.564554,-116.528311,https://solili.s3.amazonaws.com/media/PI-8650_thumbnail_1520545107.jpg,"3,920 m²",1,USD $3.88+ m²/mes,,"3,920 m²",/naves/bts-3-tecate-tec/8650/,/nave-en-renta/bts-3-tecate-tec/466/,/ws/search/space-detail/industrial/466/
59,8651,32.564427,-116.528836,https://solili.s3.amazonaws.com/media/PI-8651_thumbnail_1520545071.jpg,"2,272 m²",1,USD $3.88+ m²/mes,,"2,272 m²",/naves/bts-2-tecate-tec/8651/,/nave-en-renta/bts-2-tecate-tec/467/,/ws/search/space-detail/industrial/467/
60,16725,32.640873,-115.274235,https://solili.s3.amazonaws.com/media/PI-16725_thumbnail_1594060218.jpg,"13,935 m²",1,USD $4.84+ m²/mes,,"13,935 m²",/naves/nave-inventario-14-mexicali-mexi/16725/,/nave-en-renta/nave-inventario-14-mexicali-mexi/2715/,/ws/search/space-detail/industrial/2715/
61,16726,32.6670370563,-115.41132614,https://solili.s3.amazonaws.com/media/PI-16726_thumbnail_1537985145.jpg,499 m²,1,USD $3.01+ m²/mes,,499 m²,/naves/nave-saturno-mexicali-mexi/16726/,/nave-en-renta/nave-saturno-mexicali-mexi/944/,/ws/search/space-detail/industrial/944/
62,17213,31.9014360349,-116.699043194,https://solili.s3.amazonaws.com/media/PI-17213_thumbnail_1539503316.jpg,978 m²,1,,,978 m²,/naves/automotive-resources-international-s-de-rl-de-cv-ensenada-ens/17213/,/nave-en-renta/automotive-resources-international-s-de-rl-de-cv-ensenada-ens/1515/,/ws/search/space-detail/industrial/1515/
63,17324,31.8710206261,-116.604233876,https://solili.s3.amazonaws.com/media/PI-17324_thumbnail_1539498539.jpg,847 m²,1,,,847 m²,/naves/plenimex-sa-de-cv-ensenada-ens/17324/,/nave-en-renta/plenimex-sa-de-cv-ensenada-ens/1516/,/ws/search/space-detail/industrial/1516/
64,17498,31.778857,-116.591984,https://solili.s3.amazonaws.com/media/PI-17498_thumbnail_1541055844.jpg,313 m²,1,USD $7.00+ m²/mes,"MXN $1,955+ m²",313 m²,/naves/bodega-comercial-ensenada-ens/17498/,/nave-en-renta/bodega-comercial-ensenada-ens/1000/,/ws/search/space-detail/industrial/1000/
65,17499,31.876046,-116.626921,https://solili.s3.amazonaws.com/media/PI-17499_thumbnail_1541056628.jpg,845 m²,1,USD $3.77+ m²/mes,,845 m²,/naves/nave-20-de-nov-ensenada-ens/17499/,/nave-en-renta/nave-20-de-nov-ensenada-ens/1001/,/ws/search/space-detail/industrial/1001/
66,20388,32.446162,-116.975951,https://solili.s3.amazonaws.com/media/PI-20388_thumbnail_1574744713.jpg,"3,307 m²",1,USD $5.17+ m²/mes,,"3,307 m²",/naves/esmeralda-tijuana-tij/20388/,/nave-en-renta/esmeralda-tijuana-tij/3286/,/ws/search/space-detail/industrial/3286/
67,20489,32.567874,-115.421703,https://solili.s3.amazonaws.com/media/PI-20489_thumbnail_1565376810.jpg,719 m²,1,,,719 m²,/naves/edificio-a-mexicali-mexi/20489/,/nave-en-renta/edificio-a-mexicali-mexi/1408/,/ws/search/space-detail/industrial/1408/
68,21068,32.568379,-115.421929,https://solili.s3.amazonaws.com/media/PI-21068_thumbnail_1627500106.jpg,"2,159 m²",1,,,"2,159 m²",/naves/edificio-b-mexicali-mexi/21068/,/nave-en-renta/edificio-b-mexicali-mexi/1405/,/ws/search/space-detail/industrial/1405/
69,21209,31.784256,-116.589777,https://solili.s3.amazonaws.com/media/PI-21209_thumbnail_1572030505.jpg,"2,409 m²",1,,,"2,409 m²",/naves/nave-rulfo-ensenada-ens/21209/,/nave-en-renta/nave-rulfo-ensenada-ens/1514/,/ws/search/space-detail/industrial/1514/
70,28652,32.588738,-115.351278,https://solili.s3.amazonaws.com/media/PI-28652_thumbnail_1645555297.jpg,"9,215 m²",1,,,"9,215 m²",/naves/inventory-building-hip-02-01-mexicali-mexi/28652/,/nave-en-renta/inventory-building-hip-02-01-mexicali-mexi/3145/,/ws/search/space-detail/industrial/3145/
71,28663,32.554717,-116.539463,https://solili.s3.amazonaws.com/media/PI-28663_thumbnail_1599594233.jpg,"2,148 m²",1,USD $4.31+ m²/mes,USD $25+ m²,"2,148 m²",/naves/tecate-wood-tecate-tec/28663/,/nave-en-renta/tecate-wood-tecate-tec/2234/,/ws/search/space-detail/industrial/2234/
72,29088,32.46025971903311,-116.98825423241121,https://solili.s3.amazonaws.com/media/PI-29088_thumbnail_1626897025.jpg,"27,870 m²",1,USD $6.57+ m²/mes,,"27,870 m²",/naves/prisma-vii-tijuana-tij/29088/,/nave-en-renta/prisma-vii-tijuana-tij/2854/,/ws/search/space-detail/industrial/2854/
73,29098,32.5751074123,-115.420724404,https://solili.s3.amazonaws.com/media/PI-29098_thumbnail_1627500560.jpg,"7,290 m²",1,,,"7,290 m²",/naves/totoaba-mexicali-mexi/29098/,/nave-en-renta/totoaba-mexicali-mexi/2864/,/ws/search/space-detail/industrial/2864/
74,29099,32.580503464,-115.415615556,https://solili.s3.amazonaws.com/media/PI-29099_thumbnail_1627500960.jpg,"11,767 m²",1,,,"11,767 m²",/naves/ignis-mexicali-mexi/29099/,/nave-en-renta/ignis-mexicali-mexi/2865/,/ws/search/space-detail/industrial/2865/
75,29182,32.435689,-116.982677,https://solili.s3.amazonaws.com/media/PI-29182_thumbnail_1635384919.jpg,"18,170 m²",1,USD $7.00+ m²/mes,,"18,170 m²",/naves/vpmr-01-tijuana-tij/29182/,/nave-en-renta/vpmr-01-tijuana-tij/2967/,/ws/search/space-detail/industrial/2967/
76,29183,32.435542,-116.981462,https://solili.s3.amazonaws.com/media/PI-29183_thumbnail_1635385108.jpg,"12,932 m²",1,USD $7.00+ m²/mes,,"12,932 m²",/naves/vpmr-02-tijuana-tij/29183/,/nave-en-renta/vpmr-02-tijuana-tij/2968/,/ws/search/space-detail/industrial/2968/
77,29187,32.445682,-116.829348,https://solili.s3.amazonaws.com/media/PI-29187_thumbnail_1635445792.jpg,"39,760 m²",1,USD $7.00+ m²/mes,,"39,760 m²",/naves/building-3-tijuana-tij/29187/,/nave-en-renta/building-3-tijuana-tij/2970/,/ws/search/space-detail/industrial/2970/
78,31472,32.501113488,-116.927955592,https://solili.s3.amazonaws.com/media/PI-31472_thumbnail_1655942097.jpg,"4,818 m²",1,USD $8.07+ m²/mes,USD $1+ m²,"4,818 m²",/naves/lago-500-tijuana-tij/31472/,/nave-en-renta/lago-500-tijuana-tij/3245/,/ws/search/space-detail/industrial/3245/
79,31475,32.44555440586404,-116.87095731496811,https://solili.s3.amazonaws.com/media/PI-31475_thumbnail_1651100361.jpg,"7,163 m²",1,USD $7.53+ m²/mes,,"7,163 m²",/naves/realito-ii-tijuana-tij/31475/,/nave-en-renta/realito-ii-tijuana-tij/3249/,/ws/search/space-detail/industrial/3249/
80,31494,32.647313,-115.350553,"https://maps.googleapis.com/maps/api/staticmap?center=32.647313,-115.350553&zoom=18&scale=false&size=640x426&maptype=satellite&format=png&style=feature:all|element:all|visibility:simplified|hue:0x0081ff&visual_refresh=true&markers=%7C32.647313,-115.350553&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w","4,645 m²",1,,,"4,645 m²",/naves/spec-50-mexicali-mexi/31494/,/nave-en-renta/spec-50-mexicali-mexi/3352/,/ws/search/space-detail/industrial/3352/
81,31510,32.466294,-116.993029,https://solili.s3.amazonaws.com/media/PI-31510_thumbnail_1653678700.jpg,"9,924 m²",1,,,"9,924 m²",/naves/prisma-viii-tijuana-tij/31510/,/nave-en-renta/prisma-viii-tijuana-tij/3287/,/ws/search/space-detail/industrial/3287/
82,31512,32.465875,-116.991989,https://solili.s3.amazonaws.com/media/PI-31512_thumbnail_1655941981.jpg,"5,233 m²",1,,,"5,233 m²",/naves/primsa-vi-tijuana-tij/31512/,/nave-en-renta/primsa-vi-tijuana-tij/3289/,/ws/search/space-detail/industrial/3289/
83,31513,32.45911252362201,-116.90095979993058,https://solili.s3.amazonaws.com/media/PI-31513_thumbnail_1653681037.jpg,"7,199 m²",1,USD $7.53+ m²/mes,,"7,199 m²",/naves/meseta-iv-industrial-building-tijuana-tij/31513/,/nave-en-renta/meseta-iv-industrial-building-tijuana-tij/3291/,/ws/search/space-detail/industrial/3291/
84,31556,32.38205,-117.040566,https://solili.s3.amazonaws.com/media/PI-31556_thumbnail_1655943722.jpg,"34,010 m²",1,USD $7.00+ m²/mes,,"34,010 m²",/naves/inventory-building-v-tijuana-tij/31556/,/nave-en-renta/inventory-building-v-tijuana-tij/3337/,/ws/search/space-detail/industrial/3337/
85,31562,32.43395154107669,-116.98338510317993,https://solili.s3.amazonaws.com/media/PI-31562_thumbnail_1656015261.jpg,"14,151 m²",1,USD $7.00+ m²/mes,,"14,151 m²",/naves/vpmr-03-tijuana-tij/31562/,/nave-en-renta/vpmr-03-tijuana-tij/3343/,/ws/search/space-detail/industrial/3343/
86,31563,32.434676523935785,-116.9811642341156,https://solili.s3.amazonaws.com/media/PI-31563_thumbnail_1656015465.jpg,"20,714 m²",1,USD $7.00+ m²/mes,,"20,714 m²",/naves/vpmr-04-tijuana-tij/31563/,/nave-en-renta/vpmr-04-tijuana-tij/3345/,/ws/search/space-detail/industrial/3345/
