,id,suite,divisible_minimum,available_sqm,is_for_rent,is_for_sale,rent_price,currency_rent_price,sale_price,currency_sale_price,images_gallery,images_gallery_thumbnail,map_image,description,notes,contacts,date_available,updated,cam,currency_cam,confirmed,all_confirmed,valid,is_favorite,building.id,building.position.lat,building.position.lng,building.building_name,building.full_address,building.industrial_park,building.images_gallery_thumbnail,building.market,building.building_status,building.is_for_rent,building.is_for_sale,building.total_spaces,building.slug,building.confirmed,other_spaces.contact,other_spaces.spaces_list
120,3172,,,1399.95596395734,True,False,3.4444512,USD,,,['https://solili.s3.amazonaws.com/media/PI-18726_1562626500.jpg'],"['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-18726_thumbnail_1562626500.jpg', 'https://solili.s3.amazonaws.com/media/PI-18726_thumbnail_1562626500.jpg']","https://maps.googleapis.com/maps/api/staticmap?center=25.557807,-100.927126&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|25.557807,-100.927126&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,,"[{'id': 3559, 'name': 'Marcelo Rodriguez ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'Grupo Entercon', 'phone': '(+52) 844 5066369', 'confirmed': True, 'directory_url': '/perfil/marcelo-rodriguez-grupo-entercon/'}]",Inmediato,2022-07-19,,,True,True,True,False,18726,25.557807,-100.927126,Inventario 1,"Industria Siderurgica , Ramos Arizpe, Coahuila de Zaragoza",Amistad Ramos Arizpe Industrial,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-18726_thumbnail_1562626500.jpg'],Saltillo,Existente,True,False,1,inventario-1-amistad-ramos-arizpe-saltillo-sal,True,Marcelo Rodriguez ,[]
121,3177,,,6929.91673100202,True,False,4.1979249,USD,,,['https://solili.s3.amazonaws.com/media/PI-19310_1647992812.jpg'],['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-19310_thumbnail_1647992812.jpg'],"https://maps.googleapis.com/maps/api/staticmap?center=25.512831,-100.979822&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|25.512831,-100.979822&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,,"[{'id': 12441, 'name': 'Lizeth Menchaca', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'CBRE', 'phone': '(+52) 81 8363 1822', 'confirmed': False, 'directory_url': '/perfil/lizeth-menchaca-cbre/'}]",Inmediato,2022-07-18,,,True,False,True,False,19310,25.512831,-100.979822,FIBRAMQ SAL 004,"Cenzontle , Ramos Arizpe, Coahuila de Zaragoza",Finsa Coahuila Industrial Park,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-19310_thumbnail_1647992812.jpg'],Saltillo,Existente,True,False,1,nave-3-finsa-saltillo-sal,True,Lizeth Menchaca,[]
122,3275,,,4827.8924665851,True,False,,,,,['https://solili.s3.amazonaws.com/static/img/FotoDefault-Oficinas-Planeada.jpg'],['https://solili.s3.amazonaws.com/static/img/FotoDefault-Industrial-Planeada-thumbnail.jpg'],"https://maps.googleapis.com/maps/api/staticmap?center=25.251082581299,-101.11992163517994&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|25.251082581299,-101.11992163517994&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,,"[{'id': 2916, 'name': 'Alejandro Salinas Ramos ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'Salva', 'phone': '(+52) 844 160 1075', 'confirmed': True, 'directory_url': '/perfil/alejandro-salinas-ramos-salva/'}]",Inmediato,2022-07-19,,,True,True,True,False,31501,25.251082581299,-101.11992163517994,Nave L2,"Gral. Cepeda , Saltillo, Coahuila",Parque Industrial Derramadero,['https://solili.s3.amazonaws.com/static/img/FotoDefault-Industrial-Planeada-thumbnail.jpg'],Saltillo,Planeado,True,False,1,nave-l2-saltillo-sal,True,Alejandro Salinas Ramos ,[]
123,3277,,,4231.91944191284,True,False,,,,,['https://solili.s3.amazonaws.com/static/img/FotoDefault-Oficinas-Planeada.jpg'],['https://solili.s3.amazonaws.com/static/img/FotoDefault-Industrial-Planeada-thumbnail.jpg'],"https://maps.googleapis.com/maps/api/staticmap?center=25.511248783738914,-100.99483590576553&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|25.511248783738914,-100.99483590576553&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,,"[{'id': 2432, 'name': 'Aaron Gonzalez ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'Vynmsa', 'phone': '(+52) 81 8356 7978', 'confirmed': True, 'directory_url': '/perfil/aaron-gonzalez-vynmsa/'}]",Inmediato,2022-07-18,,,True,True,True,False,31503,25.511248783738917,-100.99483590576553,Spec IV,"Cenzontle , Saltillo, Coahuila de Zaragoza",Vynmsa Ramos Arizpe Sector II,['https://solili.s3.amazonaws.com/static/img/FotoDefault-Industrial-Planeada-thumbnail.jpg'],Saltillo,Planeado,True,False,1,spec-iv-saltillo-sal,True,Aaron Gonzalez ,[]
124,3320,,,1099.97203618388,True,False,3.4444512,USD,,,['https://solili.s3.amazonaws.com/media/PI-18767_1563316730.jpg'],['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-18767_thumbnail_1563316730.jpg'],"https://maps.googleapis.com/maps/api/staticmap?center=25.561325,-100.928077&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|25.561325,-100.928077&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,,"[{'id': 2742, 'name': 'Timoteo Martinez Avitia ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'Bodegas MARNAV', 'phone': '(+52) 844 869 0596', 'confirmed': True, 'directory_url': '/perfil/timoteo-martinez-avitia-bodegas-marnav/'}]",Inmediato,2022-06-16,,,True,True,True,False,18767,25.561325,-100.928077,Bodega 1-7,"Industria Automotriz , Ramos Arizpe, Coahuila de Zaragoza",Amistad Ramos Arizpe Industrial Park,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-18767_thumbnail_1563316730.jpg'],Saltillo,Existente,True,False,1,bodega-1-7-saltillo-sal,True,Timoteo Martinez Avitia ,[]
125,3323,,,2500.02090318481,True,False,4.1979249,USD,,,['https://solili.s3.amazonaws.com/media/PI-31543_1657833791.jpg'],"['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-31543_thumbnail_1657833791.jpg', 'https://solili.s3.amazonaws.com/media/PI-31543_thumbnail_1657833791.jpg']","https://maps.googleapis.com/maps/api/staticmap?center=25.440673641379803,-100.87523486375429&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|25.440673641379803,-100.87523486375429&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,,"[{'id': 3559, 'name': 'Marcelo Rodriguez ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'Grupo Entercon', 'phone': '(+52) 844 5066369', 'confirmed': True, 'directory_url': '/perfil/marcelo-rodriguez-grupo-entercon/'}]",Inmediato,2022-07-19,,,True,True,True,False,31543,25.440673641379803,-100.87523486375429,Edificio C,"Blvrd los Fundadores , Arteaga, Coahuila de Zaragoza",Star Industrial Park,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-31543_thumbnail_1657833791.jpg'],Saltillo,En construcción,True,False,1,edificio-c-saltillo-sal,True,Marcelo Rodriguez ,[]
126,2750,,,8905.0,True,False,9.9,USD,,,"['https://solili.s3.amazonaws.com/media/PI-13448_1624049536.jpg', 'https://solili.s3.amazonaws.com/media/PI-13448_1620052134.jpg']","['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-13448_thumbnail_1624049536.jpg', 'https://solili.s3.amazonaws.com/media/PI-13448_thumbnail_1620052134.jpg']","https://maps.googleapis.com/maps/api/staticmap?center=19.5047,-99.1722&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|19.5047,-99.1722&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,El precio NO incluye gastos operativos ni impuestos.,"[{'id': 153, 'name': 'Rafael Arias ', 'professional_photo': 'https://solili.s3.amazonaws.com/media/corporate_picture_1553547384.564966.jpg', 'company': 'Prologis', 'phone': '(+52) 55 11052900', 'confirmed': True, 'directory_url': '/perfil/rafael-arias-prologis/'}, {'id': 187, 'name': 'Karina Xibille ', 'professional_photo': 'https://solili.s3.amazonaws.com/media/corporate_picture_1555956387.958432.jpg', 'company': 'Prologis', 'phone': '(+52) 55 11052929', 'confirmed': True, 'directory_url': '/perfil/karina-xibille-prologis/'}]",Inmediato,2022-07-18,,,True,True,True,False,13448,19.5047,-99.1722,Vallejo DC 2,"Poniente 148 923, Azcapotzalco, Ciudad de México",Industrial Vallejo,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-13448_thumbnail_1624049536.jpg'],Área Metropolitana de Ciudad de México,Existente,True,False,1,nave-poniente-148-no-923-ciudad-de-mexico-cdmx,True,Rafael Arias ,[]
127,3031,,,2920.0,True,False,136.99,MXN,,,['https://solili.s3.amazonaws.com/media/PI-29263_1639613358.jpg'],['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-29263_thumbnail_1639613358.jpg'],"https://maps.googleapis.com/maps/api/staticmap?center=19.453525,-99.199875&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|19.453525,-99.199875&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,"Precio de renta son $400,000.00 mxn mensual","[{'id': 1574, 'name': 'Elias Lezama ', 'professional_photo': 'https://solili.s3.amazonaws.com/media/corporate_picture_1574_20210707171056.jpg', 'company': 'Colliers', 'phone': '(+52) 55 5209 3676', 'confirmed': True, 'directory_url': '/perfil/elias-lezama-colliers/'}, {'id': 3405, 'name': 'Carlos Garcés ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'Colliers', 'phone': '(+52) 55 5209 3636', 'confirmed': True, 'directory_url': '/perfil/carlos-garces-colliers/'}]",Inmediato,2022-07-18,,,True,True,True,False,29263,19.453525,-99.199875,Ignacio Allende 21,"Ignacio Allende 21, Miguel Hidalgo, Ciudad de México",Fuera de Parque,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-29263_thumbnail_1639613358.jpg'],Área Metropolitana de Ciudad de México,Existente,True,False,1,ignacio-allende-21-ciudad-de-mexico-cdmx,True,Elias Lezama ,[]
128,3050,,,760.0,True,False,190.79,MXN,,,['https://solili.s3.amazonaws.com/media/PI-29295_1640645595.jpg'],['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-29295_thumbnail_1640645595.jpg'],"https://maps.googleapis.com/maps/api/staticmap?center=19.359894243055297,-99.14019222326321&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|19.359894243055297,-99.14019222326321&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,"Renta de $145,000.00 MXN + IVA mensual
Propiedad con 362 m2 de bodega","[{'id': 1603, 'name': 'Rafael McCadden ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'Colliers', 'phone': '(+52) 55 5209 3625', 'confirmed': True, 'directory_url': '/perfil/rafael-mccadden-colliers/'}, {'id': 3405, 'name': 'Carlos Garcés ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'Colliers', 'phone': '(+52) 55 5209 3636', 'confirmed': True, 'directory_url': '/perfil/carlos-garces-colliers/'}]",Inmediato,2022-07-18,,,True,True,True,False,29295,19.359894243055297,-99.1401922232632,Ermita 66,"Ermita Iztapalapa 66, Benito Juárez, Ciudad de México",Fuera de Parque,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-29295_thumbnail_1640645595.jpg'],Área Metropolitana de Ciudad de México,Existente,True,False,1,ermita-66-ciudad-de-mexico-cdmx,True,Rafael McCadden ,[]
129,3329,,,3737.0,True,False,163.23,MXN,,,"['https://solili.s3.amazonaws.com/media/PI-31550_1655825771.jpg', 'https://solili.s3.amazonaws.com/media/PI-31550_1655825739.jpg']","['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-31550_thumbnail_1655825771.jpg', 'https://solili.s3.amazonaws.com/media/PI-31550_thumbnail_1655825739.jpg']","https://maps.googleapis.com/maps/api/staticmap?center=19.389537,-99.053144&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|19.389537,-99.053144&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,"Precio: $610,000 + IVA mensual. Nave industrial: 3,737 m2, Oficinas y servicios: 650 m2.
LA NAVE ESTA APROXIMADAMENTE UN 90% REFRIGERADA.","[{'id': 3178, 'name': 'Marco Durán ', 'professional_photo': 'https://solili.s3.amazonaws.com/media/corporate_picture_3178_20200507130351.jpg', 'company': 'Colliers', 'phone': '(+52) 55 5209 3632', 'confirmed': True, 'directory_url': '/perfil/marco-duran-colliers/'}, {'id': 3405, 'name': 'Carlos Garcés ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'Colliers', 'phone': '(+52) 55 5209 3636', 'confirmed': True, 'directory_url': '/perfil/carlos-garces-colliers/'}]",Inmediato,2022-07-18,,,True,True,True,False,31550,19.389537,-99.053144,Nave Nicolás Bravo,"Nicolás Bravo 225, Iztapalapa, Ciudad de México",Fuera de Parque,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-31550_thumbnail_1655825771.jpg'],Área Metropolitana de Ciudad de México,Existente,True,False,1,nave-nicolas-bravo-ciudad-de-mexico-cdmx,True,Marco Durán ,[]
130,888,,,31215.0,True,False,9.0,USD,,,['https://solili.s3.amazonaws.com/media/PI-16663_1565038149.jpg'],['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-16663_thumbnail_1565038149.jpg'],"https://maps.googleapis.com/maps/api/staticmap?center=19.460774,-99.158091&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|19.460774,-99.158091&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,,"[{'id': 1471, 'name': 'Antonio Roman', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'CBRE', 'phone': '(+52) 55 5284 0000', 'confirmed': False, 'directory_url': '/perfil/antonio-roman-cbre/'}, {'id': 12279, 'name': 'Rodrigo Carrasco', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'CBRE', 'phone': '(+52) 55 4165 7473', 'confirmed': False, 'directory_url': '/perfil/None/'}]",Inmediato,2022-07-18,,,True,False,True,False,16663,19.460774,-99.158091,CEDIS Atlampa,"Fresno 397, Cuauhtémoc, Ciudad de México",Fuera de Parque,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-16663_thumbnail_1565038149.jpg'],Área Metropolitana de Ciudad de México,Existente,True,False,1,cedis-atlampa-ciudad-de-mexico-cdmx,True,Antonio Roman,[]
131,2093,,,853.0,True,False,120.0,MXN,,,['https://solili.s3.amazonaws.com/media/PI-13441_1596132203.jpg'],['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-13441_thumbnail_1596132203.jpg'],"https://maps.googleapis.com/maps/api/staticmap?center=19.51496,-99.1482&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|19.51496,-99.1482&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,"Precio de renta $102,360.00 mxn +IVA","[{'id': 4181, 'name': 'Patricia Diaz ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'Quality', 'phone': '(+52) 55 1760 0791', 'confirmed': True, 'directory_url': '/perfil/patricia-diaz-quality/'}]",Inmediato,2022-07-19,,,True,True,True,False,13441,19.51496,-99.1482,Bodegas B,"3 Anegas 409, Gustavo A. Madero, Ciudad de México",Nueva Industrial Vallejo,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-13441_thumbnail_1596132203.jpg'],Área Metropolitana de Ciudad de México,Existente,True,False,1,bodegas-b-ciudad-de-mexico-cdmx,True,Patricia Diaz ,[]
132,2742,,,11300.0,True,False,8.9,USD,,,['https://solili.s3.amazonaws.com/media/PI-27501_1619633161.jpg'],['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-27501_thumbnail_1619633161.jpg'],"https://maps.googleapis.com/maps/api/staticmap?center=19.477699,-99.197405&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|19.477699,-99.197405&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,,"[{'id': 1629, 'name': 'Eduardo Reyes ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'CPA', 'phone': '(+52) 55 5000 0050', 'confirmed': True, 'directory_url': '/perfil/eduardo-reyes-cpa/'}, {'id': 3456, 'name': 'Elvira Necoechea ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'CPA', 'phone': '(+52) 55 50000050 Ext. 130', 'confirmed': True, 'directory_url': '/perfil/elvira-necoechea-cpa/'}, {'id': 4207, 'name': 'Jose Fernando López Aviléz ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'CPA', 'phone': '(+52) 55 3223 7614', 'confirmed': True, 'directory_url': '/perfil/fernando-cpa/'}]",Inmediato,2022-07-18,,USD,True,True,True,False,27501,19.477699,-99.197405,CPA Santa Lucía,"Acatl 322, Azcapotzalco, Ciudad de México",Zona Industrial Vallejo,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-27501_thumbnail_1619633161.jpg'],Área Metropolitana de Ciudad de México,Existente,True,False,1,importacion-colombres-ciudad-de-mexico-cdmx,True,Eduardo Reyes ,[]
133,3159,,5500.0,13666.34,True,True,200.0,MXN,1500.0,USD,"['https://solili.s3.amazonaws.com/media/PI-30230_1646953677.jpg', 'https://solili.s3.amazonaws.com/media/PI-30230_1646953567.jpg']","['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-30230_thumbnail_1646953677.jpg', 'https://solili.s3.amazonaws.com/media/PI-30230_thumbnail_1646953567.jpg']","https://maps.googleapis.com/maps/api/staticmap?center=19.460905,-99.177278&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|19.460905,-99.177278&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,Puede ser proyecto a medida pues el inquilino anterior desmantelo algunas secciones de la bodega,"[{'id': 1839, 'name': 'Mauro Carmona ', 'professional_photo': 'https://solili.s3.amazonaws.com/media/corporate_picture_1839_20220118162629.jpg', 'company': 'Grupo Inmobiliario JYSA', 'phone': '(+52) 55 5530362945', 'confirmed': True, 'directory_url': '/perfil/mauro-carmona-grupo-inmobiliario-jysa/'}]",Inmediato,2022-07-18,,,True,True,True,False,30230,19.460905,-99.177278,Bodega Cuitláhuac Park,"Av. Cuitláhuac 2519, Azcapotzalco, Ciudad de México",Zona Industrial Atlampa-Santa María,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-30230_thumbnail_1646953677.jpg'],Área Metropolitana de Ciudad de México,Existente,True,True,1,bodega-cuitlahuac-park-ciudad-de-mexico-cdmx,True,Mauro Carmona ,[]
134,1185,,,5554.95,True,False,4.5,USD,,,"['https://solili.s3.amazonaws.com/media/PI-20365_1599595943.jpg', 'https://solili.s3.amazonaws.com/media/PI-20365_1553877712.jpg']","['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-20365_thumbnail_1599595943.jpg', 'https://solili.s3.amazonaws.com/media/PI-20365_thumbnail_1553877712.jpg']","https://maps.googleapis.com/maps/api/staticmap?center=21.052593,-100.474218&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|21.052593,-100.474218&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,,"[{'id': 645, 'name': 'Fernanda Martínez ', 'professional_photo': 'https://solili.s3.amazonaws.com/media/corporate_picture_645_20210210122406.jpg', 'company': 'NAI Mexico', 'phone': '(+52) 442 4141218', 'confirmed': True, 'directory_url': '/perfil/fernanda-martinez-nai-mexico/'}]",Inmediato,2022-06-17,,,True,True,True,False,20365,21.052593,-100.474218,Spec 3,"Av. San Martín Obispo S/N, San José Iturbide, Guanajuato",Opción,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-20365_thumbnail_1599595943.jpg'],Guanajuato,Existente,True,False,1,spec-3-guanajuato-gto,True,Fernanda Martínez ,[]
135,1568,,,9570.0,True,False,4.3,USD,,,"['https://solili.s3.amazonaws.com/media/PI-25582_1574269979.jpg', 'https://solili.s3.amazonaws.com/media/PI-25582_1574270922.jpg']","['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-25582_thumbnail_1574269979.jpg', 'https://solili.s3.amazonaws.com/media/PI-25582_thumbnail_1574269979.jpg', 'https://solili.s3.amazonaws.com/media/PI-25582_thumbnail_1574270922.jpg']","https://maps.googleapis.com/maps/api/staticmap?center=20.6479938342,-101.280579916&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|20.6479938342,-101.280579916&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,,"[{'id': 3453, 'name': 'Carlos Garza ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'Roca Desarrollos', 'phone': '(+52) 81 1968 7746', 'confirmed': True, 'directory_url': '/perfil/carlos-garza-roca-desarrollos/'}, {'id': 12354, 'name': 'Hector Ochoa', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'Roca Desarrollos', 'phone': '(+52) 442 400 2367', 'confirmed': True, 'directory_url': '/perfil/None/'}]",Inmediato,2022-06-17,,,True,True,True,False,25582,20.6479938342,-101.280579916,IR01-INV,"Carretera Irapuato-Salamanca S/N, Irapuato, Guanajuato",Parque Central Guanajuato,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-25582_thumbnail_1574269979.jpg'],Guanajuato,Existente,True,False,1,ir01-inv-guanajuato-gto,True,Carlos Garza ,[]
136,1600,Módulo 2,,2698.0,True,False,4.0,USD,,,['https://solili.s3.amazonaws.com/media/PI-26484_1575656913.jpg'],['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-26484_thumbnail_1575656913.jpg'],"https://maps.googleapis.com/maps/api/staticmap?center=21.019813077635856,-101.50198170683053&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|21.019813077635856,-101.50198170683053&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,,"[{'id': 3498, 'name': 'Ana Karen Bretschnaider ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'Advance Real Estate', 'phone': '(+52) 442 362 9464', 'confirmed': True, 'directory_url': '/perfil/ana-karen-bretschnaider-advance-real-estate/'}]",Inmediato,2022-06-16,0.37,USD,True,True,True,False,26484,21.019813077635856,-101.50198170683052,SPI 01,"Mina de Calderones 200, León, Guanajuato",Advance Puerto Interior,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-26484_thumbnail_1575656913.jpg'],Guanajuato,Existente,True,False,1,spi-01-guanajuato-gto,True,Ana Karen Bretschnaider ,[]
137,1602,,2204.0,10436.0,True,False,4.0,USD,0.0,,['https://solili.s3.amazonaws.com/media/PI-26485_1575658385.jpg'],['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-26485_thumbnail_1575658385.jpg'],"https://maps.googleapis.com/maps/api/staticmap?center=21.02009107621863,-101.50032301238777&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|21.02009107621863,-101.50032301238777&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,,"[{'id': 3498, 'name': 'Ana Karen Bretschnaider ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'Advance Real Estate', 'phone': '(+52) 442 362 9464', 'confirmed': True, 'directory_url': '/perfil/ana-karen-bretschnaider-advance-real-estate/'}]",Inmediato,2022-06-16,0.39,USD,True,True,True,False,26485,21.02009107621863,-101.50032301238775,SPI 03,"Mina de Calderones 200, León, Guanajuato",Advance Puerto Interior,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-26485_thumbnail_1575658385.jpg'],Guanajuato,Existente,True,False,1,spi-03-guanajuato-gto,True,Ana Karen Bretschnaider ,[]
