,id,solili_id,thumbnail,leasing_company,building_id,building_name,space_slug,building_municipality_address,divisible_minimum,available_sqm,rent_price,rent_currency,sale_price,sale_currency,industrial_park,market,all_confirmed,is_favorite,space_membership,is_for_rent,is_for_sale,Estado
12,467,SI-467,https://solili.s3.amazonaws.com/media/PI-8651_thumbnail_1520545071.jpg,,8651,BTS 2,/nave-en-renta/bts-2-tecate-tec/467/,"Tecate, Baja California",,2272.59425246031,3.8750076,USD,,USD,Tecate Gateway,Tecate,True,False,5,True,False,Baja California
13,944,SI-944,https://solili.s3.amazonaws.com/media/PI-16726_thumbnail_1537985145.jpg,,16726,Nave Saturno,/nave-en-venta/nave-saturno-mexicali-mexi/944/,"Mexicali, Baja California",,499.911277593365,3.0138948,USD,,,PIMSA,Mexicali,True,False,5,True,True,Baja California
14,1000,SI-1000,https://solili.s3.amazonaws.com/media/PI-17498_thumbnail_1541055830.jpg,,17498,Bodega Comercial,/nave-en-venta/bodega-comercial-ensenada-ens/1000/,"Ensenada, Baja California",,313.08325692058,6.9965415,USD,1955.34,MXN,Fuera de parque,Ensenada,False,False,5,True,True,Baja California
15,1001,SI-1001,https://solili.s3.amazonaws.com/media/PI-17499_thumbnail_1541056577.jpg,,17499,Nave 20 de Nov,/nave-en-renta/nave-20-de-nov-ensenada-ens/1001/,"Ensenada, Baja California",,845.974185960306,3.7673685,USD,,,Fuera de parque,Ensenada,False,False,5,True,False,Baja California
16,1405,SI-1405,https://solili.s3.amazonaws.com/media/PI-21068_thumbnail_1627500106.jpg,,21068,Edificio 2,/nave-en-renta/edificio-b-mexicali-mexi/1405/,"Mexicali, Baja California",720.0,2159.99576362121,,USD,,,InQbate Mexicali,Mexicali,False,False,5,True,False,Baja California
17,1408,SI-1408,https://solili.s3.amazonaws.com/media/PI-20489_thumbnail_1565376810.jpg,,20489,Edificio 1,/nave-en-renta/edificio-a-mexicali-mexi/1408/,"Mexicali, Baja California",720.0,719.998587873737,,,,,InQbate Mexicali,Mexicali,False,False,5,True,False,Baja California
18,1514,SI-1514,https://solili.s3.amazonaws.com/media/PI-21209_thumbnail_1572030505.jpg,,21209,Nave Rulfo,/nave-en-renta/nave-rulfo-ensenada-ens/1514/,"Ensenada, Baja California",,2409.88637028738,,,,,Chapultepec,Ensenada,False,False,5,True,False,Baja California
19,1515,SI-1515,https://solili.s3.amazonaws.com/media/PI-17213_thumbnail_1539503316.jpg,,17213,Automotive Resources International S de RL de CV,/nave-en-renta/automotive-resources-international-s-de-rl-de-cv-ensenada-ens/1515/,"Ensenada, Baja California",,978.919370377493,,,,,Zauzal,Ensenada,False,False,5,True,False,Baja California
20,1516,SI-1516,https://solili.s3.amazonaws.com/media/PI-17324_thumbnail_1539498539.jpg,,17324,"Plenimex, S.A. de C.V.",/nave-en-renta/plenimex-sa-de-cv-ensenada-ens/1516/,"Ensenada, Baja California",,847.275757601095,,,,,Mision,Ensenada,False,False,5,True,False,Baja California
21,2234,SI-2234,https://solili.s3.amazonaws.com/media/PI-28663_thumbnail_1599594233.jpg,,28663,Tecate Wood,/nave-en-renta/tecate-wood-tecate-tec/2234/,"Tecate, Baja California",,2148.84739838962,4.305564,USD,24.62,USD,Stand Alone,Tecate,True,False,5,True,False,Baja California
22,2715,SI-2715,https://solili.s3.amazonaws.com/media/PI-16725_thumbnail_1594060218.jpg,,16725,Nave Inventario 14,/nave-en-renta/nave-inventario-14-mexicali-mexi/2715/,"Mexicali, Baja California",,13935.4565394917,4.8437595,USD,,,Nicoya Aerospace Park,Mexicali,True,False,5,True,False,Baja California
23,2835,SI-2835,https://solili.s3.amazonaws.com/media/PI-1282_thumbnail_1624481359.jpg,,1282,Jumbolon de México,/nave-en-renta/jumbolon-de-mexico-tijuana-tij/2835/,"Tijuana, Baja California",,908.008335261071,,USD,,,El Florido Sección El Florido I,Tijuana,False,False,5,True,False,Baja California
24,2854,SI-2854,https://solili.s3.amazonaws.com/media/PI-29088_thumbnail_1626897025.jpg,,29088,Prisma XII,/nave-en-renta/prisma-vii-tijuana-tij/2854/,"Tijuana, Baja California",,27870.9130789834,6.5659851,USD,,,El Pacífico,Tijuana,False,False,5,True,False,Baja California
25,2864,SI-2864,https://solili.s3.amazonaws.com/media/PI-29098_thumbnail_1627500560.jpg,,29098,Totoaba,/nave-en-renta/totoaba-mexicali-mexi/2864/,"Mexicali, Baja California",,7290.28763711328,,,,,El Dorado,Mexicali,True,False,5,True,False,Baja California
26,2865,SI-2865,https://solili.s3.amazonaws.com/media/PI-29099_thumbnail_1627500960.jpg,,29099,Ignis,/nave-en-renta/ignis-mexicali-mexi/2865/,"Mexicali, Baja California",,11767.0065989032,,,,,Via Verte 3.0,Mexicali,True,False,5,True,False,Baja California
27,2867,SI-2867,https://solili.s3.amazonaws.com/media/PI-1915_thumbnail_1647999775.jpg,,1915,Building N8,/nave-en-renta/nave-n8-spec-i-tijuana-tij/2867/,"Tijuana, Baja California",,12000.0074322435,5.9201505,USD,,,Nordika,Tijuana,False,False,5,True,False,Baja California
28,2967,SI-2967,https://solili.s3.amazonaws.com/media/PI-29182_thumbnail_1635384919.jpg,,29182,VPMR-01,/nave-en-renta/vpmr-01-tijuana-tij/2967/,"Tijuana, Baja California",,18170.9992001048,6.9965415,USD,,,Vesta Park Mega Región,Tijuana,True,False,5,True,False,Baja California
29,2968,SI-2968,https://solili.s3.amazonaws.com/media/PI-29183_thumbnail_1635385108.jpg,,29183,VPMR-02,/nave-en-renta/vpmr-02-tijuana-tij/2968/,"Tijuana, Baja California",,12932.0107656047,6.9965415,USD,,,Vesta Park Mega Región,Tijuana,True,False,5,True,False,Baja California
30,3145,SI-3145,https://solili.s3.amazonaws.com/media/PI-28652_thumbnail_1645555297.jpg,,28652,HIP 02-01,/nave-en-renta/inventory-building-hip-02-01-mexicali-mexi/3145/,"Mexicali, Baja California",,9215.98192478384,,,,,Condensa Industrial Park,Mexicali,False,False,5,True,False,Baja California
31,3184,SI-3184,https://solili.s3.amazonaws.com/media/PI-3393_thumbnail_1648238404.jpg,,3393,Building III,/nave-en-renta/pacifico-facility-tijuana-tij/3184/,"Tijuana, Baja California",,8646.57917058021,6.7812633,USD,,,El Pacifico II,Tijuana,False,False,5,True,False,Baja California
32,3185,SI-3185,https://solili.s3.amazonaws.com/media/IMG_93431473930080_building_space.jpg,,2222,Alfa I,/nave-en-renta/alfa-i-tijuana-tij/3185/,"Tijuana, Baja California",,8782.86793553644,6.7812633,USD,,,Ciudad Industrial Nueva Tijuana,Tijuana,True,False,5,True,False,Baja California
33,3206,SI-3206,https://solili.s3.amazonaws.com/media/PI-8384_thumbnail_1523562433.jpg,,8384,Building 8,/nave-en-renta/building-8-mexicali-mexi/3206/,"Mexicali, Baja California",,3975.2283324554,4.5208422,,,,Nelson Parque Industrial,Mexicali,True,False,5,True,False,Baja California
34,3209,SI-3209,https://solili.s3.amazonaws.com/media/PI-8397_thumbnail_1528419898.jpg,,8397,Building 24-25-26-27,/nave-en-renta/building-26-27-mexicali-mexi/3209/,"Mexicali, Baja California",,1623.96006655574,,,,,El Vigia I Industrial Park,Mexicali,True,False,5,True,False,Baja California
35,3210,SI-3210,https://solili.s3.amazonaws.com/media/PI-8396_thumbnail_1539191917.jpg,,8396,Building 29-33,/nave-en-renta/building-29-33-mexicali-mexi/3210/,"Mexicali, Baja California",,5459.895149625,4.5208422,,,,El Vigia I Industrial Park,Mexicali,True,False,5,True,False,Baja California
36,3245,SI-3245,https://solili.s3.amazonaws.com/media/PI-31472_thumbnail_1655942097.jpg,,31472,Lago 500,/nave-en-renta/lago-500-tijuana-tij/3245/,"Tijuana, Baja California",,4818.88087135623,8.0729325,USD,,USD,Lago Sur,Tijuana,False,False,5,True,False,Baja California
37,3286,SI-3286,https://solili.s3.amazonaws.com/media/PI-20388_thumbnail_1574744713.jpg,,20388,Esmeralda,/nave-en-renta/esmeralda-tijuana-tij/3286/,"Tijuana, Baja California",,3307.16254595217,,,,,El Pacifico,Tijuana,False,False,5,True,False,Baja California
38,3287,SI-3287,https://solili.s3.amazonaws.com/media/PI-31510_thumbnail_1653678700.jpg,,31510,Prisma VIII,/nave-en-renta/prisma-viii-tijuana-tij/3287/,"Tijuana, Baja California",,9924.367632208,,,,,El Pacifico,Tijuana,False,False,5,True,False,Baja California
39,3289,SI-3289,https://solili.s3.amazonaws.com/media/PI-31512_thumbnail_1655941981.jpg,,31512,Primsa VI,/nave-en-renta/primsa-vi-tijuana-tij/3289/,"Tijuana, Baja California",,5233.6929610151,,,,,El Pacifico,Tijuana,False,False,5,True,False,Baja California
40,3337,SI-3337,https://solili.s3.amazonaws.com/media/PI-31556_thumbnail_1655943722.jpg,,31556,Inventory Building V,/nave-en-renta/inventory-building-v-tijuana-tij/3337/,"Playas de Rosarito, Baja California",,34010.0391028911,6.9965415,USD,,,Stand Alone,Tijuana,False,False,5,True,False,Baja California
41,3343,SI-3343,https://solili.s3.amazonaws.com/media/PI-31562_thumbnail_1656015261.jpg,,31562,VPMR-03,/nave-en-renta/vpmr-03-tijuana-tij/3343/,"Tijuana, Baja California",,14151.9206310718,6.9965415,USD,,,Vesta Park Mega Región,Tijuana,True,False,5,True,False,Baja California
42,3345,SI-3345,https://solili.s3.amazonaws.com/media/PI-31563_thumbnail_1656015465.jpg,,31563,VPMR-04,/nave-en-renta/vpmr-04-tijuana-tij/3345/,"Tijuana, Baja California",,20714.68453378,6.9965415,USD,,,Vesta Park Mega Región,Tijuana,True,False,5,True,False,Baja California
43,3346,SI-3346,https://solili.s3.amazonaws.com/media/PI-31567_thumbnail_1656092583.jpg,,31567,Terra,/nave-en-renta/terra-mexicali-mexi/3346/,"Mexicali, Baja California",,19620.5644603123,,,,,Vie Verte 3.0,Mexicali,True,False,5,True,False,Baja California
44,3351,SI-3351,https://solili.s3.amazonaws.com/media/PI-31574_thumbnail_1656517779.jpg,,31574,Chardonnay,/nave-en-renta/chardonnay-tecate-tec/3351/,"Tecate, Baja California",,12077.3956675595,5.381955,USD,,,El Bajío,Tecate,True,False,5,True,False,Baja California
45,3352,SI-3352,"https://maps.googleapis.com/maps/api/staticmap?center=32.647313,-115.350553&zoom=18&scale=false&size=300x200&maptype=satellite&format=png&style=feature:all|element:all|visibility:simplified|hue:0x0081ff&visual_refresh=true&markers=%7C32.647313,-115.350553&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,31494,Spec 50,/nave-en-renta/spec-50-mexicali-mexi/3352/,"Mexicali, Baja California",,4645.05927678697,,USD,,,Calafia II,Mexicali,True,False,5,True,False,Baja California
46,3360,SI-3360,https://solili.s3.amazonaws.com/media/PI-31581_thumbnail_1657905143.jpg,,31581,Ignis 2.0,/nave-en-renta/ignis-20-mexicali-mexi/3360/,"Mexicali, Baja California",,10580.4489260873,,USD,,,Vie Verte 2.0,Mexicali,True,False,5,True,False,Baja California
47,3363,SI-3363,https://solili.s3.amazonaws.com/media/PI-31585_thumbnail_1658358164.jpg,,31585,Progreso III,/nave-en-renta/progreso-iii-mexicali-mexi/3363/,"Mexicali, Baja California",,47178.9526296671,,USD,,,Cambridge Mexicali,Mexicali,True,False,5,True,False,Baja California
48,1851,SI-1851,https://solili.s3.amazonaws.com/media/SI-1851_thumbnail_1626905310.jpg,Parks,26678,Building I,/nave-en-renta/building-i-chihuahua-chi/1851/,"Chihuahua, Chihuahua",,14230.9997017812,3.6597294,USD,,,FINSA El Saucito Chihuahua,Chihuahua,True,False,-1,True,False,Chiuahua
49,1852,SI-1852,https://solili.s3.amazonaws.com/media/SI-1852_thumbnail_1627053565.jpg,Parks,26679,Building II,/nave-en-renta/building-ii-chihuahua-chi/1852/,"Chihuahua, Chihuahua",,22017.9999646968,3.6597294,USD,,,FINSA El Saucito Chihuahua,Chihuahua,True,False,-1,True,False,Chiuahua
50,2152,SI-2152,https://solili.s3.amazonaws.com/media/PI-21342_thumbnail_1597084355.jpg,,21342,CHI016,/nave-en-renta/chi016-chihuahua-chi/2152/,"Chihuahua, Chihuahua",,3716.12174386445,4.305564,USD,,,El Saucito,Chihuahua,False,False,5,True,False,Chiuahua
51,2166,SI-2166,https://solili.s3.amazonaws.com/media/PI-21349_thumbnail_1639091444.jpg,,21349,Nave Inbromex,/nave-en-renta/nave-inbromex-chihuahua-chi/2166/,"Chihuahua, Chihuahua",,4500.0,65.0,MXN,,,Complejo Industrial las Américas,Chihuahua,True,False,5,True,False,Chiuahua
52,2174,SI-2174,https://solili.s3.amazonaws.com/media/PI-21709_thumbnail_1597092798.jpg,,21709,Juan Pablo II,/nave-en-venta/juan-pablo-ii-chihuahua-chi/2174/,"Chihuahua, Chihuahua",492.0,2733.0,127.52,MXN,59712000.0,MXN,Fuera de Parque,Chihuahua,True,False,5,True,True,Chiuahua
53,2176,SI-2176,https://solili.s3.amazonaws.com/media/PI-21670_thumbnail_1639080861.jpg,,21670,Bodega 1,/nave-en-renta/bodega-1-chihuahua-chi/2176/,"Chihuahua, Chihuahua",,2275.0,65.0,MXN,,,Chihuahua Industrial Complex,Chihuahua,True,False,5,True,False,Chiuahua
54,2177,SI-2177,https://solili.s3.amazonaws.com/media/PI-21300_thumbnail_1597158921.jpg,,21300,Oxxo Cedis,/nave-en-venta/oxxo-cedis-chihuahua-chi/2177/,"Chihuahua, Chihuahua",,20264.0,95.24,MXN,250000000.0,MXN,Chihuahua Industrial Complex,Chihuahua,True,False,5,True,True,Chiuahua
55,2180,SI-2180,https://solili.s3.amazonaws.com/media/PI-21364_thumbnail_1597170423.jpg,,21364,Nave 6,/nave-en-renta/nave-6-chihuahua-chi/2180/,"Chihuahua, Chihuahua",,9223.0,4.31,USD,,,Complejo Industrial Las Américas,Chihuahua,True,False,5,True,False,Chiuahua
56,2198,SI-2198,https://solili.s3.amazonaws.com/media/PI-28252_thumbnail_1597336313.jpg,,28252,Bodega 17a,/nave-en-venta/bodega-17a-chihuahua-chi/2198/,"Chihuahua, Chihuahua",,2282.0,51.71,MXN,13000000.0,MXN,Fuera de Parque,Chihuahua,True,False,5,True,True,Chiuahua
57,2200,SI-2200,https://solili.s3.amazonaws.com/media/PI-28253_thumbnail_1597340504.jpg,,28253,Bodega Torosaurio,/nave-en-renta/bodega-torosaurio-chihuahua-chi/2200/,"Chihuahua, Chihuahua",413.0,2466.0,60.0,MXN,,,Fuera de Parque,Chihuahua,False,False,5,True,False,Chiuahua
58,2451,SI-2451,https://solili.s3.amazonaws.com/media/PI-21282_thumbnail_1607722647.jpg,,21282,Nave Inventario I,/nave-en-renta/nave-inventario-i-chihuahua-chi/2451/,"Chihuahua, Chihuahua",,812.0,65.0,MXN,,,Chihuahua Industrial Complex,Chihuahua,True,False,5,True,False,Chiuahua
59,2807,SI-2807,https://solili.s3.amazonaws.com/media/PI-29029_thumbnail_1639720773.jpg,,29029,VLT-II (Expansión),/nave-en-renta/expansion-vlt-ii-ciudad-juarez-cj/2807/,"Municipio de Juárez, Chihuahua",,4623.97028589054,5.5972332,USD,,,Vesta Park Las Torres II,Ciudad Juarez,True,False,5,True,False,Chiuahua
60,2808,SI-2808,https://solili.s3.amazonaws.com/media/PI-29030_thumbnail_1623941201.jpg,,29030,VLT-II,/nave-en-renta/vlt-ii-ciudad-juarez-cj/2808/,"Municipio de Juárez, Chihuahua",,5355.11723899587,5.5972332,USD,,,Vesta Park Las Torres II,Ciudad Juarez,True,False,5,True,False,Chiuahua
61,3034,SI-3034,https://solili.s3.amazonaws.com/media/PI-29268_thumbnail_1654876121.jpg,,29268,Spec I,/nave-en-renta/spec-i-ciudad-juarez-cj/3034/,"Municipio de Juárez, Chihuahua",,13935.4565394917,6.7812633,USD,,,Zona Industrial Electrolux,Ciudad Juarez,True,False,5,True,False,Chiuahua
62,3035,SI-3035,https://solili.s3.amazonaws.com/media/PI-29269_thumbnail_1654876167.jpg,,29269,Spec II,/nave-en-renta/spec-ii-ciudad-juarez-cj/3035/,"Municipio de Juárez, Chihuahua",,13935.4565394917,6.7812633,USD,,,Zona Industrial Electrolux,Ciudad Juarez,True,False,5,True,False,Chiuahua
63,3036,SI-3036,https://solili.s3.amazonaws.com/media/PI-29270_thumbnail_1639695102.jpg,,29270,Puente Alto V,/nave-en-renta/puente-alto-v-ciudad-juarez-cj/3036/,"Municipio de Juárez, Chihuahua",,20838.5242908943,5.2743159,USD,,,Fuera de Parque,Ciudad Juarez,True,False,5,True,False,Chiuahua
64,3038,SI-3038,https://solili.s3.amazonaws.com/media/PI-29272_thumbnail_1654874784.jpg,,29272,CJS-IS-12,/nave-en-renta/cjs-is-12-ciudad-juarez-cj/3038/,"Municipio de Juárez, Chihuahua",,11606.1914304375,6.1354287,USD,,,Intermex Sur,Ciudad Juarez,True,False,5,True,False,Chiuahua
65,3040,SI-3040,https://solili.s3.amazonaws.com/media/PI-29273_thumbnail_1654875110.jpg,,29273,Inventory Building I,/nave-en-renta/inventory-building-i-ciudad-juarez-cj/3040/,"Municipio de Juárez, Chihuahua",,11156.5406994299,5.7048723,USD,,,Independencia II,Ciudad Juarez,True,False,5,True,False,Chiuahua
66,3047,SI-3047,https://solili.s3.amazonaws.com/media/PI-21910_thumbnail_1639024629.jpg,,21910,Ecodeli Chihuahua,/nave-en-renta/ecodeli-chihuahua-chihuahua-chi/3047/,"Chihuahua, Chihuahua",,797.249326685192,55.2188583,MXN,,,Impulso,Chihuahua,False,False,5,True,False,Chiuahua
67,3048,SI-3048,https://solili.s3.amazonaws.com/media/PI-21249_thumbnail_1608261561.jpg,,21249,Almacén 2,/nave-en-renta/almacen-2-chihuahua-chi/3048/,"Chihuahua, Chihuahua",,403.99910441466,69.3195804,MXN,,,Chihuahua Industrial Complex,Chihuahua,False,False,5,True,False,Chiuahua
68,3053,SI-3053,https://solili.s3.amazonaws.com/media/PI-28821_thumbnail_1639003328.jpg,,28821,CUU CA 07,/nave-en-renta/nave-c-chihuahua-chi/3053/,"Chihuahua, Chihuahua",,9964.22303791095,,,,,Carolina Industrial Park,Chihuahua,True,False,5,True,False,Chiuahua
69,3146,SI-3146,https://solili.s3.amazonaws.com/media/PI-20833_thumbnail_1645569523.jpg,,20833,JUA013,/nave-en-renta/aptiv-iv-ciudad-juarez-cj/3146/,"Municipio de Juárez, Chihuahua",,6012.99992289047,5.65105275,USD,,,Intermex,Ciudad Juarez,True,False,5,True,False,Chiuahua
70,3182,SI-3182,https://solili.s3.amazonaws.com/media/PI-30254_thumbnail_1654875598.jpg,,30254,Building 04,/nave-en-renta/building-04-ciudad-juarez-cj/3182/,"Municipio de Juárez, Chihuahua",,18368.9755860092,5.2743159,USD,,,Fibra Upsite Industrial Park,Ciudad Juarez,False,False,5,True,False,Chiuahua
71,3187,SI-3187,https://solili.s3.amazonaws.com/media/PI-29317_thumbnail_1654873837.jpg,,29317,Building III,/nave-en-renta/building-iii-ciudad-juarez-cj/3187/,"Municipio de Juárez, Chihuahua",,5388.28362555986,6.6377445358797,USD,,,Southpark,Ciudad Juarez,True,False,5,True,False,Chiuahua
72,3283,SI-3283,https://solili.s3.amazonaws.com/media/PI-31507_thumbnail_1654876525.jpg,,31507,Spec III,/nave-en-renta/spec-iii-ciudad-juarez-cj/3283/,"Municipio de Juárez, Chihuahua",,13935.4565394917,6.7812633,USD,,,Zona Industrial Electrolux,Ciudad Juarez,True,False,5,True,False,Chiuahua
73,3284,SI-3284,https://solili.s3.amazonaws.com/media/PI-31508_thumbnail_1654876546.jpg,,31508,Spec IV,/nave-en-renta/spec-iv-ciudad-juarez-cj/3284/,"Municipio de Juárez, Chihuahua",,13935.4565394917,6.7812633,USD,,,Zona Industrial Electrolux,Ciudad Juarez,True,False,5,True,False,Chiuahua
74,3305,SI-3305,https://solili.s3.amazonaws.com/media/PI-31532_thumbnail_1654878938.jpg,,31532,CIJN 1 Building,/nave-en-renta/cijn-building-ciudad-juarez-cj/3305/,"Municipio de Juárez, Chihuahua",,20550.0603405268,,,,,Centro Industrial Juarez,Ciudad Juarez,False,False,5,True,False,Chiuahua
75,3306,SI-3306,https://solili.s3.amazonaws.com/media/PI-31533_thumbnail_1654879464.jpg,,31533,CIJN 2 Building,/nave-en-renta/cijn-2-building-ciudad-juarez-cj/3306/,"Municipio de Juárez, Chihuahua",,43374.4800913423,,,,,Centro Industrial Juarez,Ciudad Juarez,False,False,5,True,False,Chiuahua
76,3318,SI-3318,https://solili.s3.amazonaws.com/media/PI-31540_thumbnail_1655405826.jpg,,31540,Inventory Building II,/nave-en-renta/inventory-building-ii-ciudad-juarez-cj/3318/,"Municipio de Juárez, Chihuahua",,11148.3652315934,5.9201505,USD,,,Independencia II,Ciudad Juarez,True,False,5,True,False,Chiuahua
77,3319,SI-3319,https://solili.s3.amazonaws.com/media/PI-31541_thumbnail_1655406561.jpg,,31541,Inventory Building 1,/nave-en-renta/inventory-building-1-chihuahua-chi/3319/,"Chihuahua, Chihuahua",,15793.515553363,5.4895941,USD,,,Complejo Industrial,Chihuahua,True,False,5,True,False,Chiuahua
78,3322,SI-3322,https://solili.s3.amazonaws.com/media/PI-31542_thumbnail_1655484834.jpg,,31542,Building 05,/nave-en-renta/building-05-ciudad-juarez-cj/3322/,"Municipio de Juárez, Chihuahua",,18368.9755860092,5.2743159,USD,,,Fibra Upsite Industrial Park,Ciudad Juarez,False,False,5,True,False,Chiuahua
79,3332,SI-3332,https://solili.s3.amazonaws.com/media/PI-31552_thumbnail_1655929214.jpg,,31552,CJS-CR-01,/nave-en-renta/cjs-cr-01-ciudad-juarez-cj/3332/,"Municipio de Juárez, Chihuahua",,15990.1922256875,,,,,Intermex Sur Industrial Park,Ciudad Juarez,True,False,5,True,False,Chiuahua
80,3333,SI-3333,https://solili.s3.amazonaws.com/media/PI-31553_thumbnail_1655929970.jpg,,31553,CJS-JZ-15,/nave-en-renta/cjs-jz-15-ciudad-juarez-cj/3333/,"Municipio de Juárez, Chihuahua",,13320.4374618517,,,,,Intermex Sur Industrial Park,Ciudad Juarez,True,False,5,True,False,Chiuahua
81,3334,SI-3334,https://solili.s3.amazonaws.com/media/PI-31554_thumbnail_1655930470.jpg,,31554,CJS-JZ-16,/nave-en-renta/cjs-jz-16-ciudad-juarez-cj/3334/,"Municipio de Juárez, Chihuahua",,6069.07712903583,,,,,Torresol Industrial Park,Ciudad Juarez,True,False,5,True,False,Chiuahua
82,3335,SI-3335,https://solili.s3.amazonaws.com/media/PI-31530_thumbnail_1654877690.jpg,,31530,Spec 300,/nave-en-renta/building-a-ciudad-juarez-cj/3335/,"Municipio de Juárez, Chihuahua",,29873.7168928391,5.4895941,USD,,,RMSG Industrial Park,Ciudad Juarez,True,False,5,True,False,Chiuahua
83,268,SI-268,https://solili.s3.amazonaws.com/media/SI-268_thumbnail_1626906686.jpg,Parks,5786,Building I,/nave-en-renta/inventory-building-i-saltillo-sal/268/,"Saltillo, Coahuila de Zaragoza",,18722.0,3.6597294,USD,,,FINSA Saltillo Park,Saltillo,True,False,-1,True,False,Cohauila
84,1328,SI-1328,https://solili.s3.amazonaws.com/media/PI-18623_thumbnail_1562274417.jpg,Colliers,18623,Teva Building,/nave-en-venta/teva-building-saltillo-sal/1328/,"Ramos Arizpe, Coahuila de Zaragoza",,9963.01529834419,,USD,475.21,MXN,Fuera de parque,Saltillo,True,False,-1,True,True,Cohauila
85,2635,SI-2635,https://solili.s3.amazonaws.com/media/PI-17575_thumbnail_1547230836.jpg,NAI Mexico,17575,Building III,/nave-en-renta/building-iii-saltillo-sal/2635/,"Saltillo, Coahuila de Zaragoza",,4180.63696184751,3.8750076,USD,,,Santa Monica Industrial Park,Saltillo,True,False,0,True,False,Cohauila
